"Id","Target"
1419,220813.847539122
1420,172074.362976615
1421,236827.503460468
1422,257446.232608196
1423,106201.441953403
1424,220274.791182845
1425,217821.436068939
1426,176903.305098201
1427,139364.206094126
1428,231665.383386353
1429,174387.997837198
1430,219862.839260528
1431,106346.022224233
1432,278268.398839803
1433,134413.10885162
1434,179650.792057392
1435,146695.457460923
1436,329683.337540876
1437,134982.668622367
1438,135013.84494672
1439,161407.005380027
1440,116262.294737235
1441,204299.5629712
1442,159418.460547804
1443,130333.337389114
1444,230886.643131386
1445,173515.840569467
1446,66969.4882078014
1447,122288.018445268
1448,236684.260758537
1449,247848.704330705
1450,199712.299259309
1451,251642.725627018
1452,171322.972345854
1453,194952.164941898
1454,203405.523841316
1455,176846.153739882
1456,122639.02510773
1457,108791.172960806
1458,88480.3879700757
1459,151537.478245744
1460,249902.092275378
1461,201418.400851836
1462,112166.808497711
1463,193838.359766011
1464,99282.1246016235
1465,99885.7134576572
1466,101036.710022867
1467,211186.430677831
1468,206034.055403625
1469,173831.551076389
1470,244292.398942334
1471,206507.573089145
1472,124263.547011254
1473,253687.803452552
1474,207727.035630772
1475,149502.73517419
1476,177937.108713775
1477,196173.837996103
1478,93902.382441917
1479,167972.232286786
1480,242541.418500711
1481,179995.471726975
1482,138051.429827267
1483,105634.459883773
1484,183086.629575202
1485,141275.023821633
1486,185781.938099041
1487,125684.586615779
1488,79273.2399835601
1489,298085.746304069
1490,224956.649205889
1491,240059.406113173
1492,177424.099447394
1493,203186.186045761
1494,197697.368941077
1495,172893.020260506
1496,242111.425757687
1497,256357.346430206
1498,190985.259870937
1499,180408.876171736
1500,128256.719387759
1501,184952.723558865
1502,245712.237027952
1503,209212.189874775
1504,95133.6038126731
1505,164560.607063506
1506,236557.003547712
1507,197607.388225865
1508,192152.431340183
1509,257925.557899925
1510,193284.382054008
1511,75861.0391424521
1512,139082.412461842
1513,193057.88435777
1514,171814.817104004
1515,234665.964240569
1516,220184.20752379
1517,195055.626067074
1518,241276.959608857
1519,210081.949440109
1520,138308.246999555
1521,131793.570948863
1522,186488.620443682
1523,226411.190415223
1524,175678.625482532
1525,145954.570208215
1526,159343.282239016
1527,170875.4411076
1528,98192.4095816885
1529,156303.330565585
1530,190936.309446642
1531,213734.820192455
1532,267720.199796351
1533,255363.039885032
1534,160619.925553194
1535,179504.312038219
1536,199586.578637652
1537,92552.0944542592
1538,195867.347725005
1539,201921.202162508
1540,211468.453453916
1541,232522.115136721
1542,117687.578914008
1543,191017.861990239
1544,118142.514801282
1545,155657.030535564
1546,169864.901054582
1547,203744.204180391
1548,204855.159149918
1549,233090.210041918
1550,232222.404280087
1551,198278.405572577
1552,174237.135345588
1553,223711.557858244
1554,164861.809816727
1555,263070.268625447
1556,263067.200485281
1557,172921.961080904
1558,294469.946002526
1559,132833.215100414
1560,187683.407220519
1561,267449.604256219
1562,153119.224380679
1563,239620.453466449
1564,128619.404201135
1565,106583.810661034
1566,239120.038611422
1567,83974.0351470035
1568,189126.111290845
1569,138231.113556095
1570,172384.592072274
1571,206989.419054771
1572,183130.296042804
1573,54348.9185980012
1574,111812.659013903
1575,164051.872355425
1576,145320.16902819
1577,167409.956239873
1578,212074.062455076
1579,148967.117271283
1580,223454.155247021
1581,239838.484168005
1582,205809.872385587
1583,190721.444803847
1584,171180.499414597
1585,345809.355445212
1586,136956.469174147
1587,189700.8087902
1588,198398.58360416
1589,225889.939265163
1590,259277.105441053
1591,181042.497947231
1592,199252.47100093
1593,86876.0931282621
1594,355510.34667632
1595,208357.091180899
1596,211095.781796067
1597,299671.934511608
1598,191841.002882516
1599,113346.690940662
1600,179173.947970027
1601,199010.1765566
1602,116470.593965413
1603,136682.014367826
1604,127520.809748319
1605,197884.355146131
1606,180115.993379639
1607,277343.880653175
1608,189790.367453295
1609,164916.659980435
1610,240154.577494477
1611,171392.698134397
1612,229055.007988146
1613,187859.946462809
1614,247378.485654884
1615,137343.191770939
1616,196931.218235638
1617,141855.868742268
1618,220222.83784361
1619,135842.323466029
1620,220014.77486069
1621,257062.244342202
1622,155473.124433013
1623,227502.665674075
1624,253763.733373465
1625,236583.340209799
1626,246337.093567976
1627,215315.039821538
1628,154376.369082849
1629,93584.3332864482
1630,243143.160772623
1631,204900.045047778
1632,200102.290898138
1633,142691.923107769
1634,150861.671368771
1635,133453.707627252
1636,229933.334286644
1637,134887.901004487
1638,192326.053560777
1639,146306.639374129
1640,135769.743177436
1641,166939.147773488
1642,213773.295169512
1643,160335.51734872
1644,137678.022598973
1645,121744.956490068
1646,212873.866550378
1647,212864.646592641
1648,146877.029806673
1649,122354.431388036
1650,84299.2629412758
1651,201091.242338808
1652,94305.4148801525
1653,227885.517759925
1654,267470.098976633
1655,164260.462441628
1656,214758.875332651
1657,189965.253204434
1658,184359.041420815
1659,171618.433855243
1660,94382.6123091135
1661,163952.586959782
1662,191014.824182017
1663,161566.096637625
1664,183928.22915441
1665,279265.48019419
1666,279436.858380692
1667,171517.498557613
1668,199375.301792668
1669,170415.070763194
1670,191931.962655501
1671,68724.2706345028
1672,166907.83822025
1673,71188.153075515
1674,195426.042497958
1675,113732.210130067
1676,180596.325483076
1677,182826.567639272
1678,215639.153412506
1679,299113.828565336
1680,191646.843515014
1681,170340.585316079
1682,197447.412315628
1683,186359.503472846
1684,276379.581557891
1685,197743.151548097
1686,162856.042427885
1687,263280.774494495
1688,216639.90295217
1689,149977.631270926
1690,213449.259760093
1691,150293.714810536
1692,182688.135908921
1693,216124.169067238
1694,97319.9050959232
1695,158678.479877417
1696,148477.363411551
1697,167343.350868379
1698,103788.750331288
1699,151703.502159221
1700,166772.86825313
1701,141077.394020521
1702,166877.066894636
1703,66434.463281967
1704,150712.248912846
1705,200202.108739307
1706,166854.488423514
1707,254200.08111874
1708,213962.311663847
1709,248620.727955543
1710,259920.32427936
1711,182076.451164464
1712,176452.557223401
1713,155578.797861092
1714,199266.618037487
1715,178679.208057951
1716,212502.900490812
1717,129904.78376132
1718,220304.74204315
1719,210597.779650551
1720,220228.286189192
1721,204634.239284486
1722,151126.6267027
1723,226464.461558104
1724,150219.400475009
1725,103823.742143296
1726,184036.247254266
1727,220793.936491943
1728,298395.031589973
1729,146962.534263458
1730,204991.384816612
1731,102455.181197105
1732,159675.946336013
1733,152508.334722246
1734,202350.102319778
1735,55473.8936263128
1736,142498.032487473
1737,216630.047089476
1738,281281.915881303
1739,284214.283769987
1740,147263.433848733
1741,248070.295394736
1742,256805.265363799
1743,144729.868060567
1744,197405.281238901
1745,129546.810236
1746,78708.8879772937
1747,227786.887336866
1748,128783.093799384
1749,288156.628188057
1750,152703.94677944
1751,163379.449469883
1752,240510.357922672
1753,202288.32311203
1754,236204.062376489
1755,276189.84167903
1756,195550.80662586
1757,213144.484051939
1758,169322.834369937
1759,226233.767601141
1760,179595.276549355
1761,209296.523388483
1762,152174.923131047
1763,165403.308222671
1764,185525.973039598
1765,93644.1990258613
1766,130991.023979808
1767,204046.489358379
1768,235443.44096351
1769,138976.784089355
1770,135533.262696269
1771,143433.105638552
1772,249648.456486095
1773,198209.665867484
1774,112091.020620564
1775,255695.251612173
1776,213658.916746898
1777,275197.516282396
1778,159270.948396309
1779,145264.822156495
1780,178709.523433167
1781,91519.8776630562
1782,178081.317004878
1783,182158.896189706
1784,166162.865840258
1785,157141.619995352
1786,181649.100160539
1787,228602.192376609
1788,214441.295337421
1789,141056.168492468
1790,158338.526718274
1791,239871.99837274
1792,105017.993273844
1793,187581.081995441
1794,117361.50075168
1795,223333.547463986
1796,196672.103832709
1797,261687.716549218
1798,195717.749945458
1799,159843.895851816
1800,194021.815450606
1801,236971.464273619
1802,98151.7626665001
1803,280114.522735833
1804,161447.917745427
1805,182492.00582946
1806,176053.155266756
1807,201912.388284
1808,184837.76340927
1809,184313.609139827
1810,262070.241585033
1811,238056.216777436
1812,162379.861093648
1813,146340.648508451
1814,166642.432297737
1815,219361.618500105
1816,252078.084748079
1817,161776.938237632
1818,202447.375689922
1819,199190.456587246
1820,193043.067383381
1821,161409.479124422
1822,196819.307940014
1823,208686.394992305
1824,164517.319557954
1825,222463.393584542
1826,181328.979435781
1827,117545.721657432
1828,175828.076390873
1829,258229.545276091
1830,142916.681231003
1831,238630.69097563
1832,125013.953305891
1833,112895.529871256
1834,170013.855969999
1835,205361.649910041
1836,167952.629960471
1837,207850.706552552
1838,234776.502332447
1839,209553.860860274
1840,181364.218374773
1841,117370.164874621
1842,190804.599681659
1843,81772.5289519945
1844,219529.835361887
1845,143947.354655487
1846,146988.112375653
1847,235020.03680327
1848,236193.62823909
1849,129086.349922903
1850,136536.807824345
1851,117433.366003225
1852,136901.766596683
1853,185796.413655729
1854,184269.074725882
1855,212141.385191935
1856,286542.582414658
1857,259314.707487151
1858,165762.831108901
1859,177103.093515775
1860,169389.265418794
1861,229436.766191935
1862,154761.913286811
1863,169916.01722027
1864,237239.309448342
1865,307659.461576508
1866,214979.873087659
1867,145574.500220775
1868,160812.713148719
1869,220066.271294064
1870,210770.9379568
1871,214708.183507401
1872,245547.741182717
1873,187622.743004301
1874,169543.565865214
1875,230449.69891758
1876,193510.898567649
1877,284335.816379619
1878,215540.835709277
1879,237224.937675272
1880,210262.879468
1881,239462.745774172
1882,242675.836979097
1883,295291.191245998
1884,162800.433275593
1885,201976.420799194
1886,267923.626792111
1887,149011.532600137
1888,161820.598911168
1889,138666.090966284
1890,206875.645823144
1891,152626.523303725
1892,164174.433770773
1893,181173.275545746
1894,191179.96837344
1895,257123.500552986
1896,168108.385721496
1897,191422.503508691
1898,262777.73948621
1899,167030.121910496
1900,151191.247366451
1901,196504.228213738
1902,225452.570819967
1903,113182.86024593
1904,112738.513597441
1905,153365.115691137
1906,211722.718431886
1907,234248.207061079
1908,176311.797397941
1909,157706.011013037
1910,217927.64933434
1911,239442.13617002
1912,151776.443118824
1913,196394.237898889
1914,151658.94498092
1915,188904.032821816
1916,285714.677747021
1917,177301.089713687
1918,213065.488559053
1919,222245.904724411
1920,227356.404774063
1921,220213.525243926
1922,118915.793458991
1923,126986.252021717
1924,179834.50268054
1925,133853.710960842
1926,184114.419509206
1927,164264.782893607
1928,217628.535079992
1929,132118.154108629
1930,190937.853881909
1931,144521.545241605
1932,116225.53871908
1933,251432.387710151
1934,172274.911417509
1935,125301.902857227
1936,181779.025817274
1937,290290.380620922
1938,199916.833766942
1939,207440.304781743
1940,140839.610778239
1941,160494.471245669
1942,162270.24730967
1943,159166.216344693
1944,161046.600192605
1945,254098.683033526
1946,183274.718425088
1947,187007.114252859
1948,239845.847987883
1949,90690.822245743
1950,175077.293698115
1951,164833.499063411
1952,143638.963176151
1953,196630.482787286
1954,167056.504800136
1955,172508.025001613
1956,121554.623547766
1957,162265.693963271
1958,154018.674602112
1959,197408.344173284
1960,137710.13125523
1961,216100.769893225
1962,191658.675699021
1963,158973.720420212
1964,98951.3220835651
1965,98883.9842104188
1966,175671.975719831
1967,210110.832056132
1968,169814.179933623
1969,241280.84727298
1970,153918.032213003
1971,224883.647542419
1972,38093.1595463398
1973,257796.930681866
1974,247900.371521068
1975,199235.974455714
1976,199163.135585136
1977,126898.950249169
1978,121421.166356913
1979,150130.011274087
1980,199508.741350273
1981,170239.588061972
1982,242404.278313003
1983,185402.179341795
1984,147097.252088196
1985,192203.52840366
1986,220138.139459362
1987,153007.046224799
1988,146160.211837473
1989,212108.350568977
1990,289272.938452679
1991,248499.858299165
1992,96327.9153212169
1993,232086.531611869
1994,225803.078345997
1995,180003.460320925
1996,158720.588700683
1997,180643.048326599
1998,249361.593667932
1999,237683.147121326
2000,149777.030527132
2001,265960.266014593
2002,80779.1200052888
2003,210011.321870719
2004,169224.284246635
2005,145786.322685039
2006,172461.553120537
2007,99273.4399004918
2008,185572.165955231
2009,190059.625995433
2010,144416.719648864
2011,92402.2042239309
2012,150407.164139174
2013,240769.274946762
2014,175222.971116129
2015,190485.135061415
2016,259293.90300594
2017,148280.571830543
2018,207782.949427636
2019,61765.3809872972
2020,242221.628418317
2021,193356.667556592
2022,187757.517996338
2023,87723.5449867682
2024,196004.637329952
2025,187026.799634903
2026,139205.297298499
2027,167158.579211908
2028,273832.008517883
2029,156904.983884239
2030,175637.950491474
2031,148954.755993684
2032,257820.887543095
2033,92265.3612845766
2034,212471.903598219
2035,224568.868649874
2036,227709.167612691
2037,189271.136274482
2038,213542.982851163
2039,129549.943704201
2040,182454.222633173
2041,192446.013379652
2042,180815.779434278
2043,166203.15011204
2044,218844.321054686
2045,153515.6384678
2046,145664.535870051
2047,201902.414694219
2048,218259.23710815
2049,188257.640707698
2050,182951.199315258
2051,178945.301485891
2052,181274.986548183
2053,242015.147292002
2054,176107.696916562
2055,215332.566339032
2056,172600.110076573
2057,214316.959268693
2058,223013.366707561
2059,264780.622757149
2060,125637.932834661
2061,193942.129864804
2062,160873.487442053
2063,195378.613976937
2064,150227.545993995
2065,215387.366508118
2066,274257.1928342
2067,268514.130333573
2068,292344.402976765
2069,250920.72446135
2070,184241.680425729
2071,218804.922869369
2072,187433.405658979
2073,146289.524125269
2074,208598.027983026
2075,89822.5506426543
2076,194634.447819376
2077,99943.0689627064
2078,159084.637809104
2079,294419.46095301
2080,222779.588352447
2081,192940.37570847
2082,159385.746784285
2083,180538.417503497
2084,193093.394328664
2085,165037.240926862
2086,163970.89568582
2087,122191.848065851
2088,250469.295063857
2089,174450.849812641
2090,146986.721629436
2091,154799.841535461
2092,199816.179867693
2093,201345.105626544
2094,215894.459544369
2095,133441.435124706
2096,131379.681265044
2097,158760.405556834
2098,152017.907517724
2099,170871.532626573
2100,147887.45730717
2101,202168.114093235
2102,113462.451963597
2103,237265.404339695
2104,91311.9983172486
2105,82643.1185752367
2106,227453.322135525
2107,195437.825563925
2108,137393.296369717
2109,182215.816909224
2110,216508.360517812
2111,207420.987912096
2112,203952.537388219
2113,202269.376659292
2114,167946.355494947
2115,232771.842866609
2116,200202.383270452
2117,217019.918269799
2118,154753.327322914
2119,190711.725084502
2120,214242.604616471
2121,186834.478654873
2122,211204.007855594
2123,123152.906469337
2124,215299.321722167
2125,150668.072587886
2126,250313.424408372
2127,269237.659085268
2128,208013.465069187
2129,190254.989338077
2130,166576.68382131
2131,337062.624125969
2132,293058.362305863
2133,121083.364999824
2134,187200.42868883
2135,184397.469634813
2136,213726.963267526
2137,159404.999451376
2138,211207.588752579
2139,124448.522788238
2140,269080.292088511
2141,234021.213926301
2142,220195.038704188
2143,141534.187650322
2144,171783.475266833
2145,253666.505810804
2146,175325.785350205
2147,194981.175376257
2148,267856.314166078
2149,223742.23139978
2150,204348.521055698
2151,137635.203254294
2152,238212.252482917
2153,202089.4595382
2154,195595.518424916
2155,191218.658167906
2156,210820.988119074
2157,221361.38337322
2158,189990.218881866
2159,84029.0937432493
2160,239823.113066745
2161,143536.256815963
2162,188515.581528752
2163,173357.97687466
2164,217823.477039275
2165,244705.768653786
2166,255962.666808284
2167,217143.750156833
2168,118712.294159107
2169,185255.675712874
2170,272508.513383312
2171,159726.684636769
2172,155267.366509619
2173,159562.189449063
2174,202361.119953269
2175,193881.756268398
2176,191523.674254794
2177,198604.763465807
2178,274018.122412246
2179,225014.640184906
2180,173176.806913729
2181,258972.333897538
2182,131439.265512344
2183,141373.360782236
2184,148911.179885634
2185,202491.650372646
2186,151045.277399551
2187,198256.982656515
2188,218859.175968248
2189,164308.800592741
2190,169449.276459168
2191,141577.333833785
2192,202195.157344949
2193,199251.555999003
2194,182707.337443608
2195,183555.095761866
2196,147062.948121867
2197,207951.330506708
2198,156294.358949056
2199,238531.44728125
2200,142686.729338427
2201,198330.217090054
2202,209463.635906002
2203,159585.285237798
2204,170098.378732702
2205,334885.267683432
2206,108766.499487208
2207,173689.670372868
2208,257373.060851996
2209,257220.624239074
2210,200328.726469557
2211,188952.755531042
2212,291060.483401914
2213,209387.648671934
2214,199369.300681006
2215,229494.683455892
2216,211352.97789442
2217,211949.441642301
2218,205046.632775458
2219,186819.497126472
2220,149589.176145466
2221,257618.649420164
2222,211038.5818313
2223,203547.483937909
2224,123863.602282182
2225,245904.328927466
2226,132987.042692184
2227,190797.345751532
2228,177910.689391502
2229,229520.550177906
2230,156975.238761931
2231,259186.107636477
2232,213374.026291398
2233,232508.848391674
2234,208617.740025378
2235,150943.052851333
2236,129941.029354142
2237,160598.512434406
2238,104404.348811291
2239,209069.833000928
2240,156119.131158022
2241,159018.931093011
2242,256295.498183095
2243,243089.558805209
2244,154553.617921111
2245,210136.395117752
2246,182034.491628516
2247,166296.480791454
2248,171337.766479408
2249,160932.757305152
2250,233104.733121323
2251,244595.378970255
2252,192284.132376532
2253,216719.074737101
2254,170223.566877839
2255,159802.609597113
2256,225198.628174154
2257,221853.705830887
2258,182659.149688506
2259,100576.828321101
2260,225681.21678927
2261,85675.4424521163
2262,299597.455004454
2263,155340.351936292
2264,241984.556991427
2265,205307.763549381
2266,192614.355144191
2267,145945.398790587
2268,161131.985836878
2269,201038.388359397
2270,168789.464469297
2271,101889.232014885
2272,202542.633955604
2273,165352.734678065
2274,175396.979907967
2275,163368.472026908
2276,180485.598255818
2277,235746.246607023
2278,167001.899055933
2279,181304.215310431
2280,93175.8872462737
2281,233892.26282132
2282,171322.545294359
2283,103271.80660156
2284,111249.695598096
2285,50177.6325333567
2286,191599.569982645
2287,119170.580175594
2288,88548.3861372181
2289,191572.933573097
2290,236804.70000103
2291,140976.802162923
2292,128885.555002765
2293,119310.004450594
2294,176091.904629459
2295,142264.853274883
2296,123226.005157123
2297,188186.565576704
2298,173656.658567679
2299,192957.300407406
2300,195370.882398775
2301,142483.809699878
2302,123376.013660584
2303,253604.324668797
2304,203982.400860871
2305,177178.185614184
2306,204741.193391706
2307,73642.8559204187
2308,157940.725796365
2309,208814.384931926
2310,164979.678883204
2311,165526.462547954
2312,130382.686129515
2313,210873.392035048
2314,285671.713005584
2315,148177.653581954
2316,158957.694481787
2317,198894.027895311
2318,161839.023021633
2319,216010.670564206
2320,127744.43168515
2321,227341.955952838
2322,184455.911941119
2323,162187.838556433
2324,149953.409854405
2325,86606.9835281381
2326,222883.293688128
2327,216437.478997052
2328,172472.336147892
2329,204515.312634678
2330,232795.335484813
2331,217435.780592721
2332,177146.466729033
2333,257662.252005264
2334,211248.37728107
2335,230843.729279022
2336,219912.983319678
2337,164310.143340833
2338,256701.802624421
2339,225990.634931778
2340,177307.676436646
2341,123500.873492888
2342,138177.881305085
2343,119718.447559002
2344,176672.592493342
2345,90164.1627097258
2346,86174.3979757761
2347,157788.383297152
2348,114846.992496624
2349,231890.849886515
2350,241533.608822029
2351,210366.23881217
2352,152080.488773968
2353,207426.156620592
2354,248769.728474374
2355,133844.835712223
2356,179757.652623514
2357,175263.858315586
2358,214515.904841465
2359,259542.605000582
2360,199232.001951922
2361,273057.834669872
2362,179475.484954427
2363,220456.663544482
2364,161270.709697089
2365,193678.220415712
2366,274669.846661747
2367,119976.291324583
2368,157693.494071243
2369,252112.219185415
2370,198685.044547193
2371,212783.284293996
2372,166216.867652999
2373,206645.121036945
2374,202500.074515993
2375,180920.037584309
2376,203725.670135969
2377,193759.390885356
2378,116790.431744317
2379,174768.591714954
2380,204616.076676326
2381,191128.933271597
2382,191668.57242814
2383,196545.679511607
2384,167207.58648473
2385,281765.149324782
2386,232174.181011031
2387,183638.701216603
2388,221020.162805991
2389,191536.463239819
2390,115639.831940358
2391,132240.169746133
2392,213352.725883371
2393,200470.990202586
2394,165597.126842909
2395,148067.140549273
2396,181055.784178206
2397,223502.998227844
2398,137333.739930241
2399,200000.920952519
2400,184859.340520281
2401,172054.959167523
2402,146324.540822096
2403,165065.652874515
2404,165301.193987156
2405,192266.577903808
2406,242056.446937079
2407,227220.784941453
2408,238137.416578798
2409,241679.519496278
2410,250954.212574493
2411,172177.375484563
2412,175633.547563481
2413,139086.266327602
2414,158063.505523878
2415,154548.440843956
2416,221453.908712295
2417,96774.5909190051
2418,90992.0474431374
2419,192158.640131051
2420,258748.364421191
2421,201679.391155654
2422,203041.892359459
2423,170514.04711485
2424,159301.181546028
2425,137783.336733999
2426,161386.452340385
2427,233701.290469343
2428,215059.704855244
2429,199931.947050744
2430,222123.831133621
2431,239218.898226977
2432,181389.165197761
2433,193959.926374535
2434,136571.742835628
2435,244969.741083058
2436,154473.294295041
2437,200732.837965171
2438,216810.626571605
2439,133298.988316459
2440,168802.74157658
2441,194983.032618093
2442,252696.582207733
2443,134852.808813057
2444,191146.55506255
2445,220092.275560125
2446,103441.743202329
2447,134528.315142745
2448,145160.413595325
2449,183059.038805609
2450,266377.618444548
2451,119973.975818362
2452,216961.006867329
2453,240995.208513724
2454,120425.389903904
2455,264090.123672658
2456,181497.044062595
2457,207749.96241837
2458,183201.33130817
2459,216690.537091864
2460,186332.891694195
2461,268017.643454939
2462,292718.558624724
2463,257336.242417265
2464,196110.2961174
2465,185576.260642032
2466,149459.085057529
2467,212058.828001956
2468,147028.247239902
2469,211284.40970384
2470,206367.838505653
2471,136194.161860949
2472,172169.572458054
2473,197534.489043736
2474,123009.103133073
2475,200563.54903739
2476,152874.052914891
2477,118362.260818771
2478,107453.232165663
2479,212089.923307365
2480,222972.515022569
2481,260345.675779638
2482,126693.123586923
2483,230927.270821286
2484,159969.929400552
2485,193129.284254702
2486,175144.570611662
2487,159450.414847784
2488,193916.615284072
2489,147104.513288228
2490,116638.443109505
2491,201007.738488999
2492,171652.186339349
2493,160108.548078889
2494,200898.199499679
2495,166840.568794112
2496,110596.288667405
2497,265760.173534739
2498,174282.529350218
2499,251755.545329116
2500,273337.942340554
2501,175169.630468711
2502,104825.001900878
2503,201818.545630876
2504,143486.762290049
2505,223777.496549553
2506,92254.683878504
2507,202828.552025682
2508,206869.250740303
2509,257543.676679298
2510,240284.728416103
2511,134101.311908003
2512,162683.081145978
2513,94742.2152555309
2514,172300.553851355
2515,157281.639751904
2516,206308.17907027
2517,215459.949793684
2518,198536.101553198
2519,178748.263670759
2520,236521.10670546
2521,195780.770288493
2522,167184.968140452
2523,166072.991897132
2524,180112.668772307
2525,175451.679302939
2526,212668.649844844
2527,218279.314628284
2528,283868.83288474
2529,200905.630902464
2530,273918.076169896
2531,201930.782825055
2532,188197.364964816
2533,199581.815687262
2534,155949.360121821
2535,243331.876823204
2536,174845.893674471
2537,204148.210080318
2538,140634.093646372
2539,166886.982513088
2540,180332.27987553
2541,159191.962599326
2542,144556.106504606
2543,96476.5234100478
2544,240432.360283029
2545,237175.495236763
2546,158037.75762856
2547,211808.099981195
2548,148614.045529329
2549,206218.482573132
2550,211739.494549924
2551,238667.468968134
2552,320506.74070721
2553,246439.141631623
2554,161709.264623665
2555,188217.342987537
2556,217946.350379984
2557,152552.809196826
2558,187639.494964901
2559,180981.366445449
2560,95363.268720176
2561,194413.207166426
2562,245421.357549023
2563,232769.013536637
2564,179261.838399254
2565,204400.720646497
2566,196646.582814126
2567,94760.3506217601
2568,156036.565201855
2569,230540.756193884
2570,260656.283673688
2571,202133.654486581
2572,206919.763827161
2573,223882.91823313
2574,285328.788830352
2575,137488.223925629
2576,259460.021816071
2577,266121.989156302
2578,83879.9475532084
2579,202133.010115253
2580,152419.353541548
2581,107145.012680726
2582,122677.691487232
2583,173608.854097309
2584,199147.276274219
2585,202014.704525702
2586,207895.576332652
2587,229350.311012719
2588,129880.433072225
2589,261505.165617593
2590,132122.743406132
2591,151747.298305572
2592,194092.889707946
2593,217604.757139963
2594,182914.575811513
2595,203550.32870976
2596,204012.10612255
2597,190891.248651629
2598,141441.695457606
2599,232420.436204529
2600,132653.504478047
2601,178971.029483236
2602,173067.013541193
2603,205265.271252457
2604,125375.34266168
2605,212343.957032254
2606,253287.983782982
2607,190111.839314842
2608,153403.996609253
2609,175172.66248914
2610,249830.772866737
2611,226314.580624958
2612,228219.265785579
2613,181971.178914122
2614,147024.369884976
2615,71815.2822262076
2616,196820.027263103
2617,134181.444918711
2618,193592.182001874
2619,156852.799228018
2620,173221.639365869
2621,231440.831615955
2622,223552.525176558
2623,196539.699146818
2624,181924.860239002
2625,167087.368212804
2626,234647.363032544
2627,318213.625095527
2628,174339.84099459
2629,202852.295105014
2630,91553.4283834249
2631,151688.054424424
2632,106916.626521094
2633,235704.651686182
2634,177370.858979731
2635,140183.640986891
