Id,Target
1572,132152.0646979958
1573,164963.39609789895
1574,104663.02830989259
1575,110424.54487375575
1576,133458.54850065318
1577,134577.6117086048
1578,158034.43604873028
1579,161076.33179559468
1580,137322.73179567305
1581,169702.30744520543
1582,153566.9474600305
1583,141733.02276044094
1584,115038.78204569969
1585,244875.95800966103
1586,253561.57447211753
1587,121040.5843710424
1588,224291.90248135955
1589,175648.89016334838
1590,181769.4396541343
1591,88258.00505008757
1592,132734.66817066754
1593,186190.62119875025
1594,124890.40621821613
1595,209109.69157531817
1596,233266.30165906064
1597,101339.91330482482
1598,195780.59118518952
1599,187102.2119722755
1600,168136.46830109967
1601,200386.59137075048
1602,145183.41016082754
1603,131301.89352428832
1604,126799.51411696909
1605,152364.56298496656
1606,188407.22031635846
1607,169676.18853023023
1608,179818.47144680333
1609,213251.92311182147
1610,136580.64291477314
1611,146659.61451647754
1612,89357.14620944549
1613,188251.86996457534
1614,206582.48130833794
1615,131081.677267033
1616,89528.61369261121
1617,175249.5394556515
1618,189356.92950849884
1619,90012.42700100529
1620,175445.87313248182
1621,106121.79778014039
1622,71937.02529936165
1623,127135.40989951436
1624,264312.20345836127
1625,153913.2080614164
1626,310208.8822581701
1627,159496.57989814057
1628,116771.98583542385
1629,241031.6540531385
1630,166356.7834035802
1631,198144.42538333722
1632,128457.91343877118
1633,269050.5009420589
1634,85844.58276717813
1635,204044.53898008034
1636,390101.6233318521
1637,185781.67890665
1638,159868.1995803568
1639,269089.31455665507
1640,118895.00980625891
1641,148406.45209094946
1642,201466.69319595132
1643,95928.331255535
1644,109217.14732325291
1645,161978.61362335336
1646,78711.22105503976
1647,199848.76408070515
1648,131592.1263002046
1649,69328.69450243896
1650,195342.61172308188
1651,155513.08800444318
1652,129950.09637830689
1653,136651.51174190867
1654,329513.4144714028
1655,341636.8585187855
1656,270469.1544804598
1657,263195.9611731775
1658,161948.727215817
1659,87727.20216335768
1660,159048.32088976522
1661,158902.77622750585
1662,128785.62485817636
1663,177092.806416719
1664,164766.36629388118
1665,127592.83724466502
1666,212281.56884287525
1667,208624.07263647826
1668,252452.18790439493
1669,109667.0984123707
1670,79508.6843619087
1671,113323.27906597129
1672,271413.90364509256
1673,222807.5147220997
1674,186226.52766323547
1675,234894.24753023928
1676,208960.76106465707
1677,228706.13473519587
1678,90714.10117159982
1679,217905.38466801215
1680,91731.90158435049
1681,139222.92801348548
1682,196858.5709484585
1683,138618.12363778843
1684,129866.18192175133
1685,187132.4311153507
1686,160736.00621489817
1687,222182.01439762037
1688,119782.59056070684
1689,187800.65557446695
1690,90611.6905484923
1691,217541.72690539007
1692,79248.03473278732
1693,199713.95226405584
1694,107697.98942942805
1695,115602.25245639596
1696,306096.4411250399
1697,156768.58044608662
1698,141532.1751457031
1699,117359.24849244155
1700,194728.23579769867
1701,197207.1675117234
1702,266429.91315153195
1703,204085.3867173919
1704,180709.95656162567
1705,202893.81279012136
1706,232344.07779125308
1707,223497.95557498283
1708,234907.16101585253
1709,167581.45910430202
1710,198122.19760767906
1711,238724.20579737992
1712,98167.53168212273
1713,108322.35535896286
1714,84284.75538281017
1715,233563.5610857992
1716,164671.47695956944
1717,318065.87103041203
1718,197762.0599355072
1719,166588.7637516742
1720,261472.2428968403
1721,125975.72792181568
1722,147132.39379374156
1723,307570.2299036649
1724,137099.84624795621
1725,164551.18688082526
1726,368502.3292824389
1727,102677.97802934748
1728,106005.21455237626
1729,227830.2336801593
1730,255012.04503051573
1731,105451.79981390384
1732,182276.412642908
1733,93282.56574844086
1734,143857.21179767358
1735,142938.81659978777
1736,117322.14733364827
1737,128956.97010220354
1738,140416.79020371355
1739,233416.57592843505
1740,238588.23021423482
1741,178542.40354552842
1742,280914.4423676052
1743,149807.84113126938
1744,181868.97312050642
1745,113007.94778027953
1746,221768.75461816188
1747,175562.72293814976
1748,97518.68136442197
1749,260320.02573814502
1750,151744.1783804446
1751,130286.12471310268
1752,181343.3323128688
1753,170688.5276750623
1754,111548.62472896077
1755,300656.7069816771
1756,173452.0578384359
1757,130818.64387042694
1758,238426.34314010484
1759,282053.1906514917
1760,301154.9645691019
1761,134700.19839673094
1762,82008.34565468831
1763,249214.31343885523
1764,122998.41569209115
1765,165350.23992128414
1766,268124.602770639
1767,240151.36181188564
1768,194211.43208307223
1769,264555.717128847
1770,190085.8629335008
1771,211709.00391348713
1772,158459.8840209631
1773,158357.58513073198
1774,196559.07629129535
1775,224124.98859431918
1776,279059.2008053372
1777,184933.63104229406
1778,113020.71900217838
1779,131133.69789086882
1780,196303.11232887197
1781,278856.7885772905
1782,228462.51910306918
1783,216566.61395416225
1784,184573.33990177582
1785,445367.0903835678
1786,115048.97556978966
1787,245957.4283287711
1788,126330.00862995366
1789,277922.43173118157
1790,205825.76207612155
1791,195786.6570398879
1792,246617.64628977008
1793,180986.38502724393
1794,160794.35205937375
1795,161134.71539910432
1796,163842.65863238054
1797,208410.77467103314
1798,173946.6611839959
1799,248228.9455144696
1800,241950.0038777124
1801,200318.780349823
1802,198309.50564514395
1803,208371.70361878813
1804,160137.56978547166
1805,135925.70938076975
1806,231783.75776900048
1807,279168.80299369566
1808,245403.93892331995
1809,312730.17375099834
1810,525965.0622337752
1811,78252.01496428865
1812,282774.07933238725
1813,212851.58514979875
1814,105129.21603300997
1815,293887.4354010809
1816,95965.0954878325
1817,117825.06157425379
1818,166263.20319425815
1819,178911.90596952994
1820,395991.3639470354
1821,161726.84802862475
1822,174133.46715367542
1823,410440.31760821166
1824,128429.57771797612
1825,133424.3322132324
1826,217349.36572724435
1827,145587.9219613209
1828,123039.3970390356
1829,130601.8143253784
1830,88757.4196511212
1831,179742.8890699193
1832,206152.7993663792
1833,108385.53424725086
1834,39424.23902186126
1835,133154.286747398
1836,101093.98406364131
1837,388201.09077067295
1838,113036.98722601982
1839,161057.98286742522
1840,127471.6614787301
1841,274172.25394111243
1842,140197.17792051964
1843,252414.46593213503
1844,279300.9910637453
1845,355663.3048928251
1846,260379.8726740612
1847,62198.20318126591
1848,223132.15778105104
1849,188974.450265336
1850,203458.45505081723
1851,134282.59650097514
1852,69967.57206470551
1853,91478.27197144032
1854,196501.8904068767
1855,108494.43157162314
1856,225935.07238250782
1857,143158.57690857755
1858,289765.7243610993
1859,91659.31933634305
1860,297101.24793347676
1861,194509.5328622751
1862,80777.94974814099
1863,77219.51001471146
1864,270756.1352912148
1865,169196.81124545643
1866,92932.4749296827
1867,73174.31337931438
1868,155356.02879878745
1869,152437.30893360873
1870,118196.80782343821
1871,253145.2599364746
1872,126952.72924209487
1873,96347.04194870406
1874,236971.72717552027
1875,329576.2564043452
1876,176958.03986359425
1877,221229.74350545695
1878,171248.31523395676
1879,103944.18308054737
1880,196999.011309696
1881,280386.2028724665
1882,187809.4020050056
1883,130424.42901981751
1884,287021.79337258113
1885,173841.23646612462
1886,193814.0480022054
1887,240418.4444392737
1888,211380.34426962744
1889,139199.82307439583
1890,129048.62195023386
1891,228796.41791497695
1892,189505.00822203484
1893,159794.2228041655
1894,203689.5482889119
1895,200286.4134134905
1896,111672.07875452345
1897,188129.7255449874
1898,127750.75935571385
1899,311109.1672000966
1900,141571.20506753481
1901,112724.5995319658
1902,172841.51278824333
1903,330138.22519689816
1904,243477.11970137895
1905,99224.01913023196
1906,179588.61930882107
1907,218891.44904228495
1908,151411.0846706073
1909,312294.85571339494
1910,153445.67373880564
1911,104846.340912442
1912,221029.28891724115
1913,122401.30280737708
1914,159265.7104119916
1915,198630.10121105818
1916,185413.39126732122
1917,159492.55685862352
1918,158632.7147981953
1919,166984.86225811936
1920,63044.2354713209
1921,269933.08481059625
1922,220822.9919726546
1923,139439.09564980527
1924,108887.77140856016
1925,93188.96572056356
1926,301757.1717741457
1927,196918.00730922056
1928,234883.07434990446
1929,182147.71786344718
1930,155158.49595803022
1931,179838.97842649295
1932,170585.43842838268
1933,318998.85731738486
1934,170904.93149144508
1935,175035.35625527124
1936,171856.30040382358
1937,209497.95659739498
1938,175538.5976276744
1939,148687.42422694218
1940,45992.59971289353
1941,239091.13293901752
1942,134272.05786095772
1943,279601.3251085764
1944,191618.38581950642
1945,194391.5230735319
1946,138282.93583143875
1947,222521.05303784535
1948,23491.244590806553
1949,174596.3452980745
1950,348212.47071111656
1951,218161.30538922382
1952,179496.9738080587
1953,222193.10021165464
1954,127915.71958706513
1955,61497.86020109284
1956,135363.61114081476
1957,200595.0608240938
1958,128058.34051569257
1959,72862.78075220222
1960,105186.35441743913
1961,210016.2776956175
1962,198997.59048515864
1963,244794.44746786746
1964,183032.20869416549
1965,131024.5577626417
1966,203738.26628214322
1967,68848.00178307213
1968,166303.28706901913
1969,334247.29391074396
1970,123432.97043232959
1971,203669.4549638366
1972,204175.39321801756
1973,189489.90568130993
1974,110554.61609329547
1975,125177.28328216399
1976,328776.25246287975
1977,209766.66153173515
1978,289534.9628692275
1979,117338.21608758625
1980,157417.04286913437
1981,140061.67525261376
1982,108082.33354464622
1983,203434.75137633109
1984,101903.5300176677
1985,122039.14245831245
1986,164038.10842851835
1987,131056.5717269179
1988,256458.63820166182
1989,214438.79562533606
1990,185245.78326178546
1991,123830.40961869516
1992,137874.1821884373
1993,208726.58310678127
1994,117693.21570053238
1995,174257.59261013116
1996,85205.46750942705
1997,225380.90279123417
1998,152946.23178994603
1999,181218.1180283662
2000,209743.43316188303
2001,233529.6286457992
2002,104567.72142549092
2003,203069.261106017
2004,160693.1034957482
2005,202681.4631922922
2006,97414.44560577832
2007,231979.73596242815
2008,186323.03266483085
2009,208315.1369048134
2010,336238.508558215
2011,193067.79284244502
2012,158734.90618001143
2013,272214.93916016695
2014,180249.24559734127
2015,272868.0351407506
2016,233358.73798290675
2017,301086.3006907833
2018,156545.81921612285
2019,192372.1922787192
2020,180537.83094486303
2021,184203.32239788957
2022,85674.00033490358
2023,285133.06485323975
2024,100535.82597155607
2025,249006.22046100968
2026,125553.45847742939
2027,253624.47597986038
2028,218494.27839839965
2029,102996.27298227063
2030,177206.35145762295
2031,249912.30350525823
2032,162802.85604308455
2033,172385.92333140402
2034,171891.6376607607
2035,158029.96812853552
2036,299403.8663129026
2037,103924.84679455722
2038,337950.1426564378
2039,192919.73920941292
2040,241236.57220583822
2041,187054.61219384844
2042,135012.4714295255
2043,76512.89297202669
2044,248903.53258354415
2045,140772.06900519767
2046,337356.2493608967
2047,123396.40438264287
2048,213516.50649636233
2049,114112.52429753031
2050,173130.7210053672
2051,87668.20677213193
2052,89130.81664677279
2053,416481.5471652025
2054,132274.90302937847
2055,196612.7955943953
2056,207058.04045156547
2057,209935.69113797214
2058,174251.90316330304
2059,67230.58280630567
2060,278447.11961897364
2061,222094.82295852533
2062,226481.45998135977
2063,207029.28666557386
2064,194601.11729657766
2065,119260.5038885509
2066,187480.36886878562
2067,112902.22803277444
2068,176458.66879973697
2069,188394.00609998565
2070,230744.26248683032
2071,268290.8301500751
2072,232324.50446746364
2073,622547.764707857
2074,339252.6254741648
2075,213868.58454942433
2076,210566.9984441316
2077,151533.4006092905
2078,179321.25904365262
2079,147606.59080927522
2080,218717.06756397893
2081,132956.09898690443
2082,207534.08369399916
2083,208315.52851265343
2084,130921.11953284868
2085,221727.96563573665
2086,215810.84205221047
2087,114655.36007279225
2088,206847.93292437508
2089,181101.881559439
2090,146446.87869618574
2091,75073.20190726701
2092,118364.6784077335
2093,262040.65130388382
2094,119261.74696599235
2095,107705.18820398633
2096,176880.15827772493
2097,85859.57906898521
2098,113917.42672093735
2099,123830.72495228678
2100,161043.11545768642
2101,143558.52182371216
2102,177627.85745680617
2103,118776.50118973116
2104,148332.64052599412
2105,300050.15297683916
2106,128181.2043522155
2107,112858.46837496349
2108,170712.76566587004
2109,199411.93035686776
2110,136891.67413724517
2111,57291.55203374681
2112,151973.01979675083
2113,135437.83658953782
2114,107839.81240146192
2115,106991.20287419246
2116,192054.2238115139
2117,267917.26909106673
2118,88176.69474805586
2119,81351.13100610198
2120,104746.58623315126
2121,198343.26452877422
2122,140490.19894666353
2123,202285.3347628176
2124,223757.69736769513
2125,173462.2532132652
2126,115275.95597068146
2127,140483.3524888533
2128,154598.2683487976
2129,152984.74114400728
2130,246340.6469886862
2131,117734.60528557487
2132,160408.5750462165
2133,151764.2444496998
2134,155113.02561752265
2135,175785.39237951234
2136,299260.3512316091
2137,155373.35070756506
2138,257101.69122846425
2139,140473.89409123376
2140,216338.80646487474
2141,325462.8513719517
2142,170068.18059906218
2143,182366.49558437816
2144,187921.50264949354
2145,161341.26183511326
2146,147966.59969686533
2147,167416.21177463327
2148,121105.72377934067
2149,217758.9749270181
2150,223131.3320777339
2151,98818.48495641067
2152,226832.07078727972
2153,139201.86444159792
2154,221992.33910294567
2155,232610.63132158134
2156,287695.787383856
2157,140428.37511972318
2158,94418.8535281021
2159,119338.81059437183
2160,195327.8669720446
2161,268208.7268207118
2162,151465.64600417102
2163,193214.56464917204
2164,202270.31474493703
2165,158273.42583054138
2166,137485.94933426316
2167,154304.34271510065
2168,164127.8742586
2169,139240.52384499853
2170,182324.4944968521
2171,195339.54721608685
2172,124128.0773216557
2173,234308.3950212356
2174,126541.81847949645
2175,142586.31782121395
2176,272411.84475425136
2177,245519.69518681947
2178,248490.80311265367
2179,121653.66720510372
2180,145341.4437102348
2181,133568.65786998332
2182,184588.3436404435
2183,106287.8156620154
2184,159330.352091703
2185,175128.32525419563
2186,126573.72263572057
2187,136839.97684102415
2188,152752.63387341166
2189,107097.45418874211
2190,187777.18753467253
2191,291072.9400832117
2192,216527.66617779748
2193,96995.79374223009
2194,88783.20253990029
2195,339593.1300421279
2196,92016.13133850678
2197,155556.71440853554
2198,167568.82918062282
2199,206859.26546126264
2200,196683.87737862256
2201,236284.43445425638
2202,153156.39807606325
2203,113950.78323068915
2204,177012.37554931766
2205,79715.66752992588
2206,224182.89610300993
2207,211741.00886997976
2208,241927.22516939716
2209,214204.43246241505
2210,50535.34978845785
2211,155346.8878171383
2212,191842.80947250922
2213,243692.09856903806
2214,82298.26120143585
2215,128231.18236755929
2216,159533.66273308182
2217,70374.39468093589
2218,108814.15723073158
2219,417288.15230398113
2220,195741.57276173777
2221,165524.70038773492
2222,129855.95891141657
2223,315341.55459111056
2224,129478.21764228301
2225,218952.00399568418
2226,206974.17931949056
2227,199545.3312047034
2228,310450.70599653834
2229,145772.99315684248
2230,105936.21944287309
2231,199075.4750783704
2232,153034.96916218614
2233,156347.49482257615
2234,205035.8640198678
2235,71231.35321517612
2236,167979.72763785117
2237,209122.6284504564
2238,290019.3049388318
2239,171199.82976338844
2240,356225.6346184811
2241,129347.84954123813
2242,204993.29634003819
2243,288975.2464434458
2244,123648.69726688828
2245,111554.63382132362
2246,143967.46982376
2247,212784.51189613782
2248,131466.36880777747
2249,246534.86487704393
2250,154556.5503336981
2251,105261.531158228
2252,208879.30444140217
2253,162989.33451271596
2254,374228.7600085978
2255,69143.48841292903
2256,194633.18669143057
2257,178551.72147955358
2258,196343.94561354708
2259,261579.37821395605
2260,92328.96735916696
2261,155518.13731419065
2262,95412.73548951141
2263,291533.32479230023
2264,128400.84494690789
2265,296017.03225518635
2266,221780.06118438067
2267,385178.37980172964
2268,114360.39310749141
2269,196404.10933587264
2270,183097.42045036217
2271,91975.51699272345
2272,350408.5173421917
2273,134004.60331882912
2274,196220.58007017613
2275,241613.87350459496
2276,416440.53374723723
2277,152134.05013538277
2278,296214.80354052875
2279,318753.6566727327
2280,181031.29340190446
2281,149769.24546487856
2282,171563.80134903346
2283,198695.46452924443
2284,123434.53643120502
2285,229002.59011582728
2286,315553.30626791716
2287,166687.18004084544
2288,138668.06693696056
2289,154951.76865779728
2290,125574.20157456349
2291,117315.83960203132
2292,105387.95268720538
2293,253373.36006256856
2294,151618.80931132703
2295,181445.4015354304
2296,186888.785287454
2297,99846.28419851323
2298,223215.046977014
2299,194348.85362619834
2300,118267.44740707162
2301,204336.7625853063
2302,49695.9472065532
2303,151640.9155073815
2304,189169.83165875435
2305,217637.53595389414
2306,242716.8205821473
2307,111220.2006551082
2308,254071.5894126752
2309,257066.6955122792
2310,144897.39576758613
2311,154345.83027259755
2312,220090.32700712758
2313,155510.5062288084
2314,221752.70323634552
2315,118833.62492448556
2316,108672.63149593551
2317,127936.02042855331
2318,168586.1771323897
2319,130965.97079970007
2320,194572.18069721034
2321,113965.60871111196
2322,208475.38399685154
2323,113153.08246042377
2324,147678.35982473058
2325,112805.49662575264
2326,176141.54497840008
2327,56298.851904342206
2328,137628.82391560922
2329,300160.1438531404
2330,97776.1582037719
2331,168686.24243612983
2332,256406.2630290151
2333,149775.72466165022
2334,156369.09237794482
2335,186701.68385239664
2336,156190.22428408335
2337,200343.1509622378
2338,160049.52424604766
2339,72315.72384775929
2340,162582.41101133343
2341,134923.6714241118
2342,279913.1271156709
2343,210924.1001573346
2344,146961.67163331158
2345,175887.80289969913
2346,139366.15867011223
2347,241858.28608211337
2348,221088.08348320605
2349,275242.6446480268
2350,105253.67780933517
2351,232197.55084641822
2352,160757.76873408267
2353,255673.23015886292
2354,95922.66242617871
2355,165739.49026357188
2356,179565.6570028278
2357,98697.00156881107
2358,85976.00723573708
2359,296753.8296423646
2360,55664.757407341756
2361,189627.94208278097
2362,182472.23166657155
2363,255147.25186680804
2364,115602.71489948928
2365,105419.43378736802
2366,201086.98502432037
2367,284169.34997493646
2368,188768.73587362512
2369,165518.38689310872
2370,69973.48132244807
2371,217119.2443504998
2372,163871.76883975868
2373,121805.7628549422
2374,134063.66952490795
2375,166782.7823146584
2376,135354.0891967492
2377,130949.73111567022
2378,142195.78842253375
2379,244965.58028499808
2380,43606.27253661629
2381,130130.42946218618
2382,220561.27364637176
2383,202231.8945386069
2384,182257.24949451225
2385,309562.5017659295
2386,316772.88010285894
2387,319110.0161820914
2388,213949.8862065287
2389,244193.26815187343
2390,109425.17698312555
2391,154438.6392404065
2392,164008.99403366735
2393,199252.62037330202
2394,172803.042281833
2395,220441.6064748829
2396,130060.7140387733
2397,160398.80252542262
2398,317534.7197357076
2399,113333.09762162417
2400,164440.79729923446
2401,198439.43962684076
2402,206205.41796037857
2403,258046.50293596493
2404,187503.0409913087
2405,114776.59218899973
2406,195574.9294445981
2407,171076.30939819425
2408,213037.00758624022
2409,102244.94018544944
2410,227886.01815694556
2411,226541.45021350853
2412,315151.6823632289
2413,122625.87877954575
2414,390765.4267490385
2415,100224.76691254099
2416,112871.61578303257
2417,224170.0365122589
2418,109808.15531357213
2419,238139.8479585638
2420,133297.29318945186
2421,120782.17264166592
2422,303991.08473508374
2423,307235.23777002905
2424,196747.43335970445
2425,171985.0793401649
2426,139830.68343410228
2427,132650.79639049244
2428,226779.39919165758
2429,126274.87684861719
2430,254782.99973811628
2431,166187.16015229066
2432,133123.03793678808
2433,361745.3433708781
2434,250272.54722485135
2435,187390.94231142028
2436,332756.6281926712
2437,185901.87473103122
2438,191993.0386826355
2439,48492.64892740047
2440,148125.31029746632
2441,95339.56890041046
2442,128923.73145886128
2443,212462.0780014277
2444,114060.50781828264
2445,160284.34628102655
2446,168052.57542767463
2447,137139.6655350297
2448,291032.18008119945
2449,147128.72220550873
2450,248348.29945002473
2451,165593.01073139446
2452,86016.63471489593
2453,207723.08736636088
2454,121361.99238497177
2455,216004.32140702993
2456,237113.4157602167
2457,175729.31451987286
2458,93507.96695477796
2459,222621.70980434454
2460,72793.20460245095
2461,167595.2019654064
2462,66312.26773086982
2463,82912.87549441095
2464,125367.8970075969
2465,200424.35138798633
2466,262346.89231920074
2467,146174.27289965266
2468,132973.35197221284
2469,101012.86130659816
2470,125588.85893918309
2471,367435.8982427044
2472,249412.99728907482
2473,230885.58916031668
2474,220447.16610264537
2475,328984.1948198035
2476,109225.28145116166
2477,233538.31511374871
2478,207120.12627990008
2479,214959.61076458567
2480,114304.08254656024
2481,201040.44341192578
2482,270563.2731249069
2483,200655.16771472633
2484,199783.36995836577
2485,237034.3903348391
2486,224002.91792623
2487,180090.3138225631
2488,117042.90484282053
2489,128289.49868461283
2490,135169.89447832352
2491,166419.0959087449
2492,89952.40367154936
2493,72830.4735010556
2494,127640.45897863203
2495,107300.7028197692
2496,75050.80979675651
2497,254706.45746223954
2498,268783.9532287967
2499,109620.55949011537
2500,87034.1103485114
2501,188420.99588084334
2502,131165.81921168833
2503,207068.59323514492
2504,208222.96900969578
2505,181764.29456639316
2506,271545.0768846257
2507,162830.85851757388
2508,142936.98333989448
2509,128601.36594638709
2510,239649.3376875148
2511,89575.69976653658
2512,165787.57157491264
2513,193060.678008397
2514,105350.96502360069
2515,149367.89771294373
2516,102100.05963522264
2517,256197.51664732522
2518,276829.5450407701
2519,305671.35658310715
2520,330991.15968540055
2521,169088.45992812118
2522,229794.2409131962
2523,370530.2181201134
2524,193466.10534844268
2525,125298.90689353825
2526,212036.47006332246
2527,103751.62582940732
2528,189931.53718998318
2529,216377.69738637388
2530,296041.3203909098
2531,207528.95837231036
2532,104562.90159194537
2533,186099.2559217875
2534,194086.618809019
2535,155858.40841574926
2536,81064.02504937064
2537,172945.57327697825
2538,201578.41649430277
2539,152979.3834786499
2540,383455.4728891004
2541,130785.34434356492
2542,173581.64767767975
2543,192462.05259457967
2544,123706.68833490845
2545,81028.15980757227
2546,235955.20884908197
2547,109141.16987591804
2548,117166.11567891957
2549,339427.50177867606
2550,173195.46737183715
2551,166747.9443257046
2552,103613.44913544957
2553,171892.16860594353
2554,189113.256569576
2555,123012.02209513467
2556,191096.12806441588
2557,206182.27601188497
2558,125131.64035797141
2559,201562.6132238953
2560,268006.2748442912
2561,180246.7163092912
2562,134315.79794961776
2563,241906.67846225263
2564,108739.35842380505
2565,265580.84378312115
2566,337551.50441372045
2567,295130.87053323764
2568,165118.2900684846
2569,153520.0363121362
2570,59722.862952737305
2571,225327.45023656762
2572,106410.78551690825
2573,253900.25679899918
2574,146598.40458988605
2575,90010.05014675324
2576,113426.25311370098
2577,415599.86995134514
2578,205207.2803691036
2579,140753.8329567695
2580,131899.28910518828
2581,206466.52605770793
2582,139638.2851321874
2583,145317.2914817669
2584,95364.89118223263
2585,388794.6565615446
2586,178552.8767741069
2587,116885.71718560367
2588,277204.29890409333
2589,221693.24624631653
2590,264719.37947269843
2591,346022.53589734924
2592,290287.44717448484
2593,240647.48030047762
